positionName,salary,positionLables,workYear,positionAdvantage,education,jobNature,skillLables,city,companyFullName,companyShortName,companyLabelList,companySize,district,financeStage,industryField,businessZones,firstType,secondType,thirdType,latitude,longitude,resumeProcessDay,resumeProcessRate
数据分析师,15k-25k,"['电商', '房产服务', 'BI', '数据分析', 'SQL']",3-5年,团队氛围好、扁平化、B轮冲C轮中！,本科,全职,"['BI', '数据分析', 'SQL']",北京,天津异乡好居网络科技有限公司,异乡好居,"['岗位晋升', '扁平管理', '管理规范', '领导好']",150-500人,海淀区,B轮,"移动互联网,教育","['苏州街', '中关村', '北京大学']",产品|需求|项目类,数据分析,数据分析,39.981732,116.309049,3,37
数据分析岗,9k-12k,"['大数据', '企业服务', '数据分析', '行业分析', '市场分析']",应届毕业生,五险一金；绩效奖金；福利补贴；早九晚五,硕士,全职,"['数据分析', '行业分析', '市场分析']",北京,中国质量协会,CAQ,[],150-500人,海淀区,不需要融资,企业服务,,市场|商务类,市场|营销,商业数据分析,39.936129,116.311444,0,0
数据分析,15k-25k,"['SQL', '商业', '数据运营']",3-5年,六险一金，带薪年假，绩效奖金，福利补贴,本科,全职,"['数据分析', 'SQL', '商业', '数据运营']",北京,北京转转精神科技有限责任公司,转转,"['带薪年假', '定期体检', '交通补助', '年底双薪']",500-2000人,海淀区,A轮,"移动互联网,消费生活","['西三旗', '清河']",产品|需求|项目类,数据分析,数据分析,40.039775,116.360315,0,0
数据分析师-英语教育产品,15k-30k,['数据分析'],1-3年,六险一金，弹性工作，免费三餐，租房补贴,本科,全职,[],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,数据分析,其他数据分析,39.96867,116.330086,1,3
高级数据分析师,20k-40k,"['大数据', '房产服务', '数据分析', 'MySQL']",5-10年,"六险二金,免费三餐,带薪年假,十六薪",本科,全职,"['数据分析', 'MySQL']",北京,贝壳找房（北京）科技有限公司,贝壳,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",2000人以上,海淀区,D轮及以上,房产家居,"['上地', '马连洼', '西二旗']",开发|测试|运维类,数据开发,数据分析,40.04018,116.305611,1,58
资深数据分析师(J181121016),25k-40k,['滴滴'],3-5年,高速成长，核心业务,本科,全职,[],北京,北京嘀嘀无限科技发展有限公司,滴滴,"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",2000人以上,海淀区,不需要融资,汽车丨出行,,产品|需求|项目类,数据分析,其他数据分析,40.043787,116.289556,0,0
平台数据分析师,18k-35k,"['视频', '数据分析', '数据处理', '数据架构']",3-5年,六险一金、超长年假、轻松的工作环境,本科,全职,"['数据分析', '数据处理', '数据架构']",北京,北京奇艺世纪科技有限公司,爱奇艺,"['绩效奖金', '五险一金', '交通补助', '带薪年假']",2000人以上,海淀区,上市公司,文娱丨内容,"['中关村', '北京大学', '颐和园']",开发|测试|运维类,数据开发,数据分析,39.983752,116.313228,1,36
数据分析师,13k-25k,"['大数据', '数据挖掘', '数据分析']",1-3年,"核心部门,推荐",本科,全职,"['数据挖掘', '数据分析']",北京,新浪网技术（中国）有限公司,新浪网,"['免费班车', '岗位晋升', '五险一金', '定期体检']",2000人以上,海淀区,上市公司,文娱丨内容,"['西北旺', '马连洼', '上地']",开发|测试|运维类,数据开发,数据分析,40.04194,116.27597,0,0
高级数据分析咨询师,20k-40k,"['媒体', '广告营销']",5-10年,六险一金 节日福利 发展空间 十四薪,本科,全职,[],北京,北京国双科技有限公司,Gridsum 国双,"['节日礼物', '年底双薪', '带薪年假', '午餐补助']",500-2000人,海淀区,上市公司,"数据服务,企业服务",,商业服务|专业服务,咨询|调研,咨询经理,39.98923,116.366206,1,100
商品数据分析,16k-25k,"['电商', '新零售', '商业', 'SQL', '数据分析']",5-10年,商业补充医疗，弹性工作，年度体检,本科,全职,"['商业', 'SQL', '数据分析']",北京,多点生活（中国）网络科技有限公司,多点Dmall,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",500-2000人,海淀区,C轮,"电商,消费生活","['中关村', '知春路', '人民大学']",产品|需求|项目类,数据分析,商业,39.976559,116.319823,0,0
数据分析实习生,4k-6k,['大数据'],应届毕业生,"餐补,交通补",硕士,实习,[],北京,北京博雅大智慧科技有限公司,博雅大数据学院,"['绩效奖金', '交通补助', '通讯津贴', '午餐补助']",50-150人,海淀区,未融资,教育,['中关村'],产品|需求|项目类,数据分析,数据分析,39.985979,116.303614,1,88
数据分析师,5k-6k,"['电商', '媒体']",不限,"扁平化管理,五险一金,激励奖金,带薪休假",大专,全职,[],北京,北京林克艾普科技有限公司,北京林克艾普科技有限公司,"['交通补助', '午餐补助', '带薪年假', '扁平管理']",15-50人,海淀区,不需要融资,"移动互联网,数据服务","['中关村', '苏州桥']",产品|需求|项目类,数据分析,数据分析,39.972945,116.305572,0,0
数据分析师,9k-18k,['数据分析'],1-3年,"大平台,前景广阔,六险一金,包一日三餐",本科,全职,['数据分析'],北京,成都西山居互动娱乐科技有限公司珠海分公司,西山居游戏,"['绩效奖金', '股票期权', '专项奖金', '年底双薪']",2000人以上,海淀区,不需要融资,游戏,"['中关村', '双安', '双榆树']",产品|需求|项目类,数据分析,数据分析,,,2,45
数据分析产品经理,20k-25k,"['需求分析', '项目管理', '数据分析']",5-10年,六险一金、带薪年假、弹性工作,本科,全职,"['需求分析', '项目管理', '数据分析']",北京,联想（北京）有限公司,联想集团,"['五险一金', '绩效奖金', '午餐补助', '带薪年假']",2000人以上,海淀区,上市公司,"移动互联网,数据服务","['西二旗', '西北旺', '上地']",产品|需求|项目类,产品经理,数据产品经理,40.054162,116.300153,2,10
数据分析师,14k-28k,['数据分析'],应届毕业生,双休 五险一金,本科,全职,['数据分析'],北京,淮安金吉置业有限公司,金吉,[],500-2000人,海淀区,不需要融资,"移动互联网,教育",['五道口'],产品|需求|项目类,数据分析,数据分析,39.9935,116.331758,0,0
高级数据分析师,25k-45k,['移动互联网'],5-10年,平台大，发展前景好，薪资福利待遇丰厚,本科,全职,[],北京,微梦创科网络科技（中国）有限公司,新浪微博,"['年底双薪', '专项奖金', '股票期权', '五险一金']",2000人以上,海淀区,上市公司,文娱丨内容,,产品|需求|项目类,数据分析,数据分析,40.041426,116.276241,0,0
数据分析实习,2k-4k,"['智能硬件', '物流', '数据处理']",不限,平台优势，若表现优异有机会实习期后转正,本科,兼职,['数据处理'],北京,北京联想科技有限公司,北京联想科技有限公司,"['绩效奖金', '带薪年假', '交通补助', '午餐补助']",2000人以上,海淀区,上市公司,"移动互联网,企业服务",['西二旗'],开发|测试|运维类,数据开发,数据分析,40.054162,116.300153,0,0
数据分析,18k-30k,"['移动互联网', '大数据', '数据库']",5-10年,"五险一金,餐补,带薪年假,节假日福利",本科,全职,"['数据分析', '数据库']",北京,北京世纪飞育软件有限责任公司,世纪飞育,[],150-500人,海淀区,未融资,"移动互联网,教育",['白石桥'],产品|需求|项目类,数据分析,数据分析,39.945428,116.325347,0,0
行业数据分析师,15k-30k,['数据分析'],1-3年,六险一金，弹性工作，免费三餐，租房补贴,本科,全职,[],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,数据分析,其他数据分析,39.96867,116.330086,0,0
资深数据分析师(J181121016),25k-40k,['滴滴'],3-5年,高速成长，核心业务,本科,全职,[],北京,北京嘀嘀无限科技发展有限公司,滴滴,"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",2000人以上,海淀区,不需要融资,汽车丨出行,,产品|需求|项目类,数据分析,其他数据分析,40.043787,116.289556,0,0
资深/高级数据分析-B端策略分析方向,30k-40k,"['电商', '本地生活', '商业', 'BI', '可视化']",3-5年,年底四薪，三餐免费，班车，,本科,全职,"['商业', 'BI', '可视化']",北京,贝壳找房（北京）科技有限公司,贝壳,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",2000人以上,海淀区,D轮及以上,房产家居,,产品|需求|项目类,数据分析,数据分析,40.04018,116.305611,2,100
数据建模师/数据分析师,15k-30k,['数据分析'],不限,双休 五险一金,硕士,全职,['数据分析'],北京,淮安金吉置业有限公司,金吉,[],500-2000人,海淀区,不需要融资,"移动互联网,教育",['五道口'],开发|测试|运维类,数据开发,建模,39.9935,116.331758,0,0
商业分析中心-数据分析师,20k-40k,"['移动互联网', '数据分析']",5-10年,"有挑战业务,智能营销,团队融洽",本科,全职,['数据分析'],北京,北京搜狗科技发展有限公司,搜狗,"['岗位晋升', '扁平管理', '管理规范', '精英团队']",2000人以上,海淀区,上市公司,工具,"['五道口', '清华大学', '中关村']",市场|商务类,市场|营销,商业数据分析,39.993605,116.332163,1,100
风险数据分析师（数据挖掘）,15k-25k,"['数据挖掘', '数据分析']",1-3年,五险一金；年度体检；福利补贴；合规合法,不限,全职,"['数据挖掘', '数据分析']",北京,人人贷商务顾问（北京）有限公司,人人贷,"['年底双薪', '五险一金', '交通补助', '带薪年假']",2000人以上,海淀区,A轮,金融,['五道口'],开发|测试|运维类,数据开发,数据挖掘,39.994045,116.330347,1,8
大数据分析师,25k-30k,['数据分析'],5-10年,五险一金 带薪年假 领导好,不限,全职,['数据分析'],北京,北京赛思信安技术股份有限公司,赛思股份,"['股票期权', '交通补助', '定期体检', '通讯津贴']",150-500人,海淀区,上市公司,数据服务,"['西北旺', '马连洼']",开发|测试|运维类,数据开发,数据分析,40.053401,116.259163,0,0
产品数据分析专员,8k-15k,['其他'],1-3年,大牛团队,本科,全职,[],北京,北京小米科技有限责任公司,小米,"['快速成长', '免费班车', '扁平管理', '技能培训']",2000人以上,海淀区,D轮及以上,硬件,['清河'],产品|需求|项目类,数据分析,数据分析,40.0274,116.334255,1,51
数据分析师,20k-25k,"['数据分析', 'SQL']",3-5年,领导nice 福利好,本科,全职,"['数据分析', 'SQL']",北京,北京鼎晟天成科技有限公司,鼎晟天成,[],50-150人,海淀区,不需要融资,"移动互联网,教育","['万寿路', '五棵松', '公主坟']",产品|需求|项目类,数据分析,数据分析,39.910872,116.294609,0,0
数据分析（实习/PaaS）,3k-4k,['数据分析'],应届毕业生,弹性工作 八险一金 团队大牛,硕士,实习,['数据分析'],北京,北京北森云计算股份有限公司,北森云计算,"['节日礼物', '年度旅游', '定期体检', '弹性工作']",500-2000人,海淀区,上市公司,企业服务,,产品|需求|项目类,数据分析,数据分析,40.03606,116.31523,0,0
数据分析师-业务分析方向,15k-30k,"['移动互联网', '数据分析']",3-5年,技术氛围浓厚、大平台、六险一金,本科,全职,['数据分析'],北京,新浪网技术（中国）有限公司,新浪网,"['免费班车', '岗位晋升', '五险一金', '定期体检']",2000人以上,海淀区,上市公司,文娱丨内容,,产品|需求|项目类,数据分析,数据分析,40.041543,116.276316,0,0
高级数据分析师,25k-40k,"['移动互联网', '视频', '可视化', '数据分析', '数据库', '增长黑客']",5-10年,年轻团队，全面的福利待遇和晋升空间,本科,全职,"['可视化', '数据分析', '数据库', '增长黑客']",北京,北京爱奇艺科技有限公司,爱奇艺,[],2000人以上,海淀区,上市公司,文娱丨内容,,产品|需求|项目类,数据分析,数据分析,39.983754,116.313376,1,100
广告数据分析师,20k-25k,"['广告营销', '大数据', '数据分析']",3-5年,"季度奖金,出国团建,零食饮料,扁平化管理",本科,全职,['数据分析'],北京,北京鼎阅广告传媒有限责任公司,鼎阅传媒,"['定期体检', '节日礼物', '美女多', '16薪']",150-500人,海淀区,不需要融资,移动互联网,"['西三旗', '清河']",产品|需求|项目类,数据分析,数据分析,40.046785,116.356091,0,0
数据分析经理,21k-29k,"['电商', '新零售', '数据分析', '效果跟踪']",3-5年,商业补充医疗，弹性工作，年度体检,本科,全职,"['数据分析', '效果跟踪']",北京,多点生活（中国）网络科技有限公司,多点Dmall,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",500-2000人,海淀区,C轮,"电商,消费生活","['中关村', '知春路', '人民大学']",运营|编辑|客服类,运营,数据运营,39.976559,116.319823,0,0
安全数据分析师,15k-25k,['数据分析'],不限,上市公司 优势领域 核心部门 晋升空间,本科,全职,['数据分析'],北京,网宿科技股份有限公司北京分公司,网宿科技,"['年底双薪', '五险一金', '交通补助', '带薪年假']",2000人以上,海淀区,上市公司,移动互联网,"['学院路', '北航', '知春路']",开发|测试|运维类,数据开发,数据分析,39.978694,116.353015,1,100
数据分析师-风险评估方向,10k-20k,['审核'],1-3年,六险一金，弹性工作，免费三餐，租房补贴,本科,全职,['审核'],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,运营|编辑|客服类,审核,其他审核,40.004333,116.352554,0,0
高级数据分析师(J190605003),20k-30k,['滴滴'],1-3年,高速成长，核心业务,本科,全职,[],北京,北京嘀嘀无限科技发展有限公司,滴滴,"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",2000人以上,海淀区,不需要融资,汽车丨出行,,产品|需求|项目类,数据分析,其他数据分析,40.043787,116.289556,0,0
商业营销-高级数据分析师,15k-30k,"['大数据', '数据分析']",3-5年,发展迅猛、平台广阔、战斗力超强,本科,全职,['数据分析'],北京,北京搜狗科技发展有限公司,搜狗,"['岗位晋升', '扁平管理', '管理规范', '精英团队']",2000人以上,海淀区,上市公司,工具,"['五道口', '清华大学', '中关村']",产品|需求|项目类,数据分析,数据分析,39.99366006,116.33254,1,100
数据分析师,15k-30k,"['大数据', '移动互联网', '数据分析', 'SPSS']",3-5年,技术氛围浓厚、大平台、六险一金,本科,全职,"['数据分析', 'SPSS']",北京,新浪网技术（中国）有限公司,新浪网,"['免费班车', '岗位晋升', '五险一金', '定期体检']",2000人以上,海淀区,上市公司,文娱丨内容,,产品|需求|项目类,数据分析,数据分析,40.041543,116.276316,0,0
数据分析（实习/PaaS）(J12423),3k-5k,['数据分析'],应届毕业生,弹性工作 大牛指导,硕士,实习,['数据分析'],北京,北京北森云计算股份有限公司,北森云计算,"['节日礼物', '年度旅游', '定期体检', '弹性工作']",500-2000人,海淀区,上市公司,企业服务,"['上地', '马连洼', '西二旗']",开发|测试|运维类,数据开发,数据分析,,,0,0
数据科学家/数据分析师 /Data Scienti,50k-80k,"['社交', '移动互联网', 'NLP', '数据挖掘', '算法', '数据分析']",5-10年,"大平台福利,六险一金,出境游,带薪年假",本科,全职,"['NLP', '数据挖掘', '算法', '数据分析']",北京,微梦创科网络科技（中国）有限公司,新浪微博,"['年底双薪', '专项奖金', '股票期权', '五险一金']",2000人以上,海淀区,上市公司,文娱丨内容,,开发|测试|运维类,数据开发,数据分析,40.041426,116.276241,0,1
数据建模师/数据分析师,15k-30k,['数据分析'],应届毕业生,双休 五险一金,硕士,全职,['数据分析'],北京,淮安金吉置业有限公司,金吉,[],500-2000人,海淀区,不需要融资,"移动互联网,教育",['五道口'],开发|测试|运维类,数据开发,建模,39.9935,116.331758,0,0
数据分析助教,8k-12k,"['教育', 'Hadoop', '数据分析', 'MySQL']",1-3年,五险一金，弹性工作制，股权机制,本科,全职,"['Hadoop', '数据分析', 'MySQL']",北京,北京开课吧科技有限公司,开课吧,[],500-2000人,海淀区,C轮,"移动互联网,教育",['知春路'],开发|测试|运维类,数据开发,数据分析,39.977249,116.351057,1,52
数据分析工程师实习生,4k-8k,['数据分析'],应届毕业生,"茶歇零食,节日福利,周末双休,五险一金",本科,全职,['数据分析'],北京,北京共致开源信息科技有限公司,共致开源,"['节日礼物', '技能培训', '绩效奖金', '定期体检']",50-150人,海淀区,不需要融资,"企业服务,数据服务",,开发|测试|运维类,数据开发,数据分析,40.054383,116.301574,1,100
网易严选-数据分析专家（地点-杭州）,40k-70k,"['Hive', 'MySQL', '数据分析']",5-10年,"培训发展,团队氛围,薪酬福利",本科,全职,"['Hive', 'MySQL', '数据分析']",北京,网易（杭州）有限公司,网易,"['节日礼物', '技能培训', '免费班车', '带薪年假']",2000人以上,海淀区,上市公司,电商,"['西北旺', '上地', '马连洼']",开发|测试|运维类,数据开发,数据分析,40.04277,116.27611,2,65
数据分析师,20k-35k,"['大数据', 'SQL', 'SPSS', '数据分析', '数据库']",1-3年,舒适优雅的工作环境，人性化的管理,本科,全职,"['SQL', 'SPSS', '数据分析', '数据库']",北京,北京天衍融信科技有限公司,天衍融信,[],15-50人,海淀区,未融资,"移动互联网,数据服务",,产品|需求|项目类,数据分析,数据分析,40.036888,116.308809,0,0
数据分析实习生,4k-6k,"['SQL', '数据分析']",应届毕业生,"成长快,纯干货,专业度高,氛围好",本科,实习,"['SQL', '数据分析']",北京,北京智融时代信息技术有限公司,智融集团,"['股票期权', '绩效奖金', '五险一金', '带薪年假']",150-500人,海淀区,C轮,金融,,产品|需求|项目类,数据分析,数据分析,39.977454,116.345834,1,100
视频新业务数据分析（北京）,20k-40k,['Java'],3-5年,鹅厂大平台 福利待遇优 同事牛人多,不限,全职,['Java'],北京,腾讯科技（深圳）有限公司,腾讯,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",2000人以上,海淀区,上市公司,社交,"['知春路', '中关村', '学院路']",开发|测试|运维类,数据开发,数据分析,39.977178,116.336997,1,100
财务向数据分析专员,15k-30k,['数据分析'],3-5年,"12天年假,发展空间大",本科,全职,['数据分析'],北京,北京奇艺世纪科技有限公司,爱奇艺,"['绩效奖金', '五险一金', '交通补助', '带薪年假']",2000人以上,海淀区,上市公司,文娱丨内容,"['中关村', '北京大学', '颐和园']",产品|需求|项目类,数据分析,数据分析,39.983752,116.313228,2,1
数据分析实习生,2k-3k,"['电商', '教育', '数据分析']",应届毕业生,"实习,学习机会,教育,互联网相关",本科,实习,['数据分析'],北京,北京新东方教育科技(集团)有限公司,新东方教育科技集团,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']",2000人以上,海淀区,上市公司,教育,"['中关村', '知春路', '人民大学']",产品|需求|项目类,数据分析,数据分析,39.983314,116.317907,0,0
数据分析师-营收活动方向,15k-30k,['产品'],1-3年,六险一金，弹性工作，免费三餐，租房补贴,本科,全职,['产品'],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,运营|编辑|客服类,运营,其他运营,39.978738,116.336841,0,0
商业数据分析师(J190402019),30k-50k,"['移动互联网', '数据分析']",3-5年,广阔平台,本科,全职,['数据分析'],北京,北京嘀嘀无限科技发展有限公司,滴滴,"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",2000人以上,海淀区,不需要融资,汽车丨出行,"['西北旺', '上地', '马连洼']",开发|测试|运维类,数据开发,数据分析,40.050105,116.282848,0,0
商业分析中心-数据分析leader,25k-45k,"['移动互联网', '数据分析']",5-10年,"有挑战业务,智能营销,团队融洽",本科,全职,['数据分析'],北京,北京搜狗科技发展有限公司,搜狗,"['岗位晋升', '扁平管理', '管理规范', '精英团队']",2000人以上,海淀区,上市公司,工具,"['五道口', '清华大学', '中关村']",市场|商务类,市场|营销,商业数据分析,39.993605,116.332163,1,100
数据分析讲师,12k-24k,"['教育', '数据分析', '算法']",1-3年,五险一金，弹性工作制,本科,全职,"['数据分析', '算法']",北京,北京开课吧科技有限公司,开课吧,[],500-2000人,海淀区,C轮,"移动互联网,教育","['五道口', '牡丹园']",开发|测试|运维类,数据开发,数据分析,39.977249,116.351057,1,52
数据分析师（数据产品经理）,25k-35k,"['大数据', '数据挖掘', '数据分析']",3-5年,"带薪年假,大平台福利,六险一金,出境游",本科,全职,"['数据挖掘', '数据分析']",北京,微梦创科网络科技（中国）有限公司,新浪微博,"['年底双薪', '专项奖金', '股票期权', '五险一金']",2000人以上,海淀区,上市公司,文娱丨内容,"['北京大学', '中关村', '苏州街']",开发|测试|运维类,数据开发,数据分析,39.982917,116.309201,0,0
数据分析师,15k-25k,['数据运营'],不限,大平台，五险一金，免费班车,本科,全职,['数据运营'],北京,新浪网技术（中国）有限公司,新浪网,"['免费班车', '岗位晋升', '五险一金', '定期体检']",2000人以上,海淀区,上市公司,文娱丨内容,"['马连洼', '西北旺', '上地']",产品|需求|项目类,数据分析,数据分析,40.04194,116.27597,0,0
数据分析工程师（实习）,3k-4k,['数据分析'],应届毕业生,500强,硕士,全职,['数据分析'],北京,中国电信股份有限公司云计算分公司,中国电信云计算公司,"['节日礼物', '技能培训', '白富美', '绩效奖金']",500-2000人,海淀区,上市公司,数据服务,['香山'],产品|需求|项目类,数据分析,数据分析,39.956648,116.223209,0,0
数据分析主管,20k-30k,"['医疗健康', '数据处理', 'MongoDB', 'Oracle', 'NLP']",5-10年,带薪年假 六险一金 周末双休,本科,全职,"['数据处理', 'MongoDB', 'Oracle', 'NLP']",北京,神州数码医疗科技股份有限公司,神州数码医疗,[],150-500人,海淀区,不需要融资,"医疗丨健康,数据服务",['苏州街'],开发|测试|运维类,数据开发,数据分析,39.979487,116.306446,0,33
舆情数据分析师,5k-8k,"['数据分析', '数据挖掘']",1-3年,五险一金 全勤奖 交补 定期体检,本科,全职,"['数据分析', '数据挖掘']",北京,北京智慧星光信息技术有限公司,智慧星光,"['五险一金', '带薪年假', '生日聚会', '团队旅游']",500-2000人,海淀区,不需要融资,数据服务,"['北京大学', '颐和园', '中关村']",开发|测试|运维类,数据开发,数据挖掘,39.984581,116.311784,3,36
数据分析助理,2k-4k,['移动互联网'],应届毕业生,国际化平台、扁平化管理,本科,实习,[],北京,联想（北京）有限公司,联想,[],2000人以上,海淀区,上市公司,硬件,"['西二旗', '上地']",运营|编辑|客服类,运营,数据运营,40.04281,116.30986,0,0
数据分析运营经理,15k-30k,"['策略运营', '数据分析', '效果跟踪']",3-5年,七险一金、零食水果、带薪年假、年度旅游等,本科,全职,"['策略运营', '数据分析', '效果跟踪']",北京,北京中网易企秀科技有限公司,易企秀,"['股票期权', '年度旅游', '扁平管理', '七险一金']",150-500人,海淀区,B轮,移动互联网,"['西北旺', '上地', '马连洼']",运营|编辑|客服类,运营,数据运营,40.036692,116.289245,0,0
数据库开发及数据分析实习生,3k-6k,['Python'],应届毕业生,优秀团队，发展机会多，周末双休,不限,实习,['Python'],北京,联想（北京）有限公司,联想集团,"['五险一金', '绩效奖金', '午餐补助', '带薪年假']",2000人以上,海淀区,上市公司,"移动互联网,数据服务",,开发|测试|运维类,后端开发,Python,40.046061,116.273572,0,0
数据分析工程师,9k-18k,"['信息安全', '大数据']",应届毕业生,发展空间大、福利多,本科,全职,[],北京,北京锐安科技有限公司,锐安,"['年底双薪', '节日礼物', '岗位晋升', '管理规范']",500-2000人,海淀区,未融资,"信息安全,数据服务",,产品|需求|项目类,数据分析,数据分析,40.046569,116.355786,0,0
数据分析实习工程师,3k-4k,['数据挖掘'],应届毕业生,成长空间大 优先转正,本科,实习,['数据挖掘'],北京,百度在线网络技术（北京）有限公司,百度,"['股票期权', '弹性工作', '五险一金', '免费班车']",2000人以上,海淀区,不需要融资,工具,,开发|测试|运维类,数据开发,数据挖掘,40.050909,116.301396,1,100
信贷数据分析师(北京),15k-29k,['数据分析'],不限,上市公司 年终奖 餐补,不限,全职,['数据分析'],北京,北京小米科技有限责任公司,小米,"['快速成长', '免费班车', '扁平管理', '技能培训']",2000人以上,海淀区,D轮及以上,硬件,"['上地', '清河']",产品|需求|项目类,数据分析,数据分析,40.027624,116.333876,1,7
数据分析师-直播方向,15k-30k,['产品'],3-5年,六险一金，弹性工作，免费三餐，租房补贴,本科,全职,['产品'],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,运营|编辑|客服类,运营,其他运营,39.977077,116.330589,0,0
高级数据分析师G04973,15k-22k,['数据分析'],3-5年,互联网行业,本科,全职,['数据分析'],北京,微梦创科网络科技（中国）有限公司,新浪微博,"['年底双薪', '专项奖金', '股票期权', '五险一金']",2000人以上,海淀区,上市公司,文娱丨内容,['马连洼'],市场|商务类,市场|营销,商业数据分析,40.041426,116.276241,0,0
高级数据分析师-用户增长方向,18k-32k,"['移动互联网', 'SQL']",3-5年,技术氛围浓厚、大平台、六险一金,本科,全职,['SQL'],北京,新浪网技术（中国）有限公司,新浪网,"['免费班车', '岗位晋升', '五险一金', '定期体检']",2000人以上,海淀区,上市公司,文娱丨内容,,产品|需求|项目类,数据分析,数据分析,40.041543,116.276316,0,0
风控数据分析师,20k-35k,"['互联网金融', '借贷', '风控', '风险分析', '信贷风险管理']",3-5年,团队优秀 业务前景好 六险一金 年度旅行,本科,全职,"['风控', '风险分析', '信贷风险管理']",北京,北京金山办公软件股份有限公司,金山办公软件,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",2000人以上,海淀区,上市公司,移动互联网,"['西三旗', '上地', '清河']",金融类,风控,风控,40.03325,116.337595,0,0
运营数据分析师,10k-20k,"['数据分析', 'MySQL']",1-3年,"节日福利,年底双薪,季度年终奖,965",本科,全职,"['数据分析', 'MySQL']",北京,深圳金汇财富金融服务有限公司北京研发分公司,深圳金汇财富金融服务有限公司北京研发分公司,"['带薪年假', '团队nice', '扁平管理', '通讯津贴']",15-50人,海淀区,不需要融资,"移动互联网,金融","['万寿路', '公主坟']",开发|测试|运维类,数据开发,数据分析,39.909228,116.311434,1,100
数据分析师-【战分】,18k-36k,[],3-5年,优秀团队,本科,全职,[],北京,北京达佳互联信息技术有限公司,快手,"['股票期权', '弹性工作', '定期体检', '岗位晋升']",2000人以上,海淀区,D轮及以上,文娱丨内容,['西二旗'],开发|测试|运维类,数据开发,数据分析,39.90403,116.407526,1,35
机器学习数据分析研究员,30k-55k,"['机器学习', '深度学习', '数据挖掘', '算法']",不限,国际化视野 良好的工作环境 完善福利,硕士,全职,"['机器学习', '深度学习', '数据挖掘', '算法']",北京,联想（北京）有限公司,联想集团,"['五险一金', '绩效奖金', '午餐补助', '带薪年假']",2000人以上,海淀区,上市公司,"移动互联网,数据服务",,开发|测试|运维类,人工智能,机器学习,40.046061,116.273572,1,63
数据分析专家—机票事业部(J13344),20k-40k,"['移动互联网', '数据分析', 'Java']",5-10年,16-21薪、扁平化、发展空间大,本科,全职,"['数据分析', 'Java']",北京,北京趣拿软件科技有限公司,去哪儿网,"['技能培训', '节日礼物', '带薪年假', '无息住房贷款']",2000人以上,海淀区,不需要融资,旅游,"['西三旗', '清河', '小营']",开发|测试|运维类,数据开发,数据分析,,,0,0
bi数据分析师,15k-25k,['数据分析'],3-5年,地铁周边 导师1对1 零食 下午茶,不限,全职,['数据分析'],北京,北京鼎阅广告传媒有限责任公司,鼎阅传媒,"['定期体检', '节日礼物', '美女多', '16薪']",150-500人,海淀区,不需要融资,移动互联网,,开发|测试|运维类,数据开发,数据分析,40.047916,116.355711,0,0
运营数据分析专员,6k-12k,"['电商', '游戏', '数据分析', '电商运营', '策略运营']",1-3年,带薪年假、绩效奖金、弹性工作制、五险一金,本科,全职,"['数据分析', '电商运营', '策略运营']",北京,北京中电博亚科技有限公司,中电博亚,"['绩效奖金', '年底双薪', '五险一金', '通讯津贴']",50-150人,海淀区,A轮,"电商,游戏",,运营|编辑|客服类,运营,数据运营,40.045878,116.356658,2,100
视频安全数据分析工程师（北京）,20k-40k,['数据分析'],1-3年,鹅厂大平台 福利待遇优 同事牛人多,本科,全职,['数据分析'],北京,腾讯科技（深圳）有限公司,腾讯,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",2000人以上,海淀区,上市公司,社交,"['知春路', '中关村', '学院路']",开发|测试|运维类,数据开发,数据分析,39.977178,116.336997,1,100
