positionName,salary,positionLables,workYear,positionAdvantage,education,jobNature,skillLables,city,companyFullName,companyShortName,companyLabelList,companySize,district,financeStage,industryField,businessZones,firstType,secondType,thirdType,latitude,longitude,resumeProcessDay,resumeProcessRate
运营数据分析专家-北京(J190619004),30k-45k,['滴滴'],5-10年,优秀团队 优越的办公环境 挑战自我,本科,全职,[],北京,北京嘀嘀无限科技发展有限公司,滴滴,"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",2000人以上,海淀区,不需要融资,汽车丨出行,,开发|测试|运维类,数据开发,其他数据开发,40.043787,116.289556,0,0
高级数据分析师讲师,20k-35k,"['电商', '移动互联网', '数据挖掘', '数据处理', 'Java', '数据分析']",5-10年,五险一金 餐补 节日福利 下午茶,本科,全职,"['数据挖掘', '数据处理', 'Java', '数据分析']",北京,北京漫动者教育科技有限公司,AAA教育,[],150-500人,海淀区,不需要融资,教育,"['西苑', '马连洼']",开发|测试|运维类,数据开发,数据分析,40.003081,116.277306,0,0
游戏数据分析,15k-30k,"['BI', '数据分析', '数据运营', 'SQL']",不限,"竞争薪酬,核心项目,核心成员,发展空间大",本科,全职,"['BI', '数据分析', '数据运营', 'SQL']",北京,北京贝塔科技股份有限公司,北京贝塔科技股份有限公司,[],150-500人,海淀区,不需要融资,"电商,游戏",['清河'],产品|需求|项目类,数据分析,数据分析,40.045059,116.357966,0,0
量化金融数据分析师,10k-16k,"['金融', '行业研究', '公司业务']",1-3年,发展空间大 个人成长迅速,本科,全职,"['行业研究', '公司业务']",北京,北京根网科技有限公司,根网科技,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",150-500人,海淀区,不需要融资,金融,"['牡丹园', '马甸']",金融类,其他金融职位,其他金融职位,39.970851,116.37839,1,100
数据分析师-直播产品方向,15k-30k,['产品'],3-5年,六险一金，弹性工作，免费三餐，租房补贴,本科,全职,['产品'],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,运营|编辑|客服类,运营,其他运营,39.977077,116.330589,0,0
高级数据分析经理,40k-60k,['移动互联网'],10年以上,平台大，发展前景好，薪资福利待遇丰厚,本科,全职,[],北京,微梦创科网络科技（中国）有限公司,新浪微博,"['年底双薪', '专项奖金', '股票期权', '五险一金']",2000人以上,海淀区,上市公司,文娱丨内容,,开发|测试|运维类,数据开发,数据分析,40.041426,116.276241,0,0
前端开发工程师-HR数据分析平台,15k-30k,"['HTML', 'Javascript', 'CSS']",3-5年,快速发展，稳定平台,本科,全职,"['HTML', 'Javascript', 'CSS']",北京,北京达佳互联信息技术有限公司,快手,"['股票期权', '弹性工作', '定期体检', '岗位晋升']",2000人以上,海淀区,D轮及以上,文娱丨内容,['西二旗'],开发|测试|运维类,前端开发,WEB前端,39.90403,116.407526,1,24
应急分析岗（数据分析方向）,14k-17k,"['Hive', 'MySQL']",3-5年,班车 食堂 弹性工作制,本科,全职,"['Hive', 'MySQL']",北京,北京嘀嘀无限科技发展有限公司,滴滴,"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",2000人以上,海淀区,不需要融资,汽车丨出行,,开发|测试|运维类,数据开发,数据分析,39.972134,116.329519,0,0
信息安全数据分析师,20k-37k,"['安全', '数据分析']",3-5年,平台大 福利待遇好 团队氛围好,本科,全职,"['安全', '数据分析']",北京,北京颐顺太和软件科技有限公司,新东方,[],2000人以上,海淀区,上市公司,教育,['中关村'],开发|测试|运维类,运维,信息安全,39.983473,116.317334,1,61
高级咨询师（数据分析）,33k-58k,"['汽车', '电商']",3-5年,上市公司，发展前景好，五险一金,本科,全职,[],北京,北京车之家信息技术有限公司,汽车之家,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",2000人以上,海淀区,上市公司,汽车丨出行,"['中关村', '知春路', '苏州街']",商业服务|专业服务,咨询|调研,其他,39.979725,116.311755,1,100
app内容运营经理【数据分析】,15k-25k,"['教育', '运营', '内容运营', '产品运营', '用户运营']",3-5年,"不加班,带薪年假",本科,全职,"['运营', '内容运营', '产品运营', '用户运营']",北京,北京点石经纬科技有限公司,OKAY智慧教育,"['五险一金', '带薪年假', '节日礼物', '午餐补助']",500-2000人,海淀区,B轮,"移动互联网,教育","['中关村', '万泉河', '双榆树']",运营|编辑|客服类,运营,用户运营,39.979444,116.313113,1,88
总监业务助理（数据分析、行研方向）(J23275),10k-15k,"['运营', '数据分析', '网站运营']",1-3年,"上市公司,六险一金 免费晚餐 福利优厚",本科,全职,"['运营', '数据分析', '网站运营']",北京,北京世纪好未来教育科技有限公司,好未来,"['上市公司', '领军企业', '五险一金', '住福计划']",2000人以上,海淀区,上市公司,教育,"['中关村', '苏州街', '知春路']",运营|编辑|客服类,运营,数据运营,39.977987,116.309688,0,0
大数据分析工程师,15k-20k,"['数据挖掘', '算法', '数据分析', 'MySQL']",3-5年,需要熟练python,本科,全职,"['数据挖掘', '算法', '数据分析', 'MySQL']",北京,北京道口贷科技有限公司,道口贷,"['节日礼物', '领导好', '五险一金']",50-150人,海淀区,A轮,金融,"['牡丹园', '马甸']",开发|测试|运维类,数据开发,数据分析,39.982529,116.370293,1,100
行业大数据分析科学家,15k-30k,"['大数据', '数据挖掘', '数据分析']",5-10年,"行业风口,大牛带路,扁平化,环境好",本科,全职,"['数据挖掘', '数据分析']",北京,昆仑智汇数据科技（北京）有限公司,K2DATA,"['风口行业', '顶尖团队', '扁平管理', '学习型组织']",150-500人,海淀区,B轮,数据服务,,开发|测试|运维类,数据开发,数据分析,39.993843,116.334745,4,3
大数据分析讲师,25k-45k,"['教育', 'Hadoop', 'Hive', 'MySQL', '算法']",3-5年,五险一金，弹性工作制,本科,全职,"['Hadoop', 'Hive', 'MySQL', '算法']",北京,北京开课吧科技有限公司,开课吧,[],500-2000人,海淀区,C轮,"移动互联网,教育","['五道口', '牡丹园']",开发|测试|运维类,数据开发,数据分析,39.977249,116.351057,1,52
安全大数据分析工程师SAQ47,15k-20k,"['移动互联网', '通信/网络设备', '深度学习']",1-3年,"发展空间大,工作氛围好,各种团建",本科,全职,['深度学习'],北京,中国信息通信研究院,中国信通院,"['年终分红', '绩效奖金', '带薪年假', '午餐补助']",2000人以上,海淀区,不需要融资,通讯电子,,开发|测试|运维类,人工智能,深度学习,39.987423,116.366767,0,0
大数据分析实习生,3k-5k,"['数据分析', 'Hive', 'MySQL']",应届毕业生,"14薪,公积金全额,年两次涨薪,免费午餐",本科,实习,"['数据分析', 'Hive', 'MySQL']",北京,北京微方程科技有限公司,LinkedME,"['年底双薪', '股票期权', '午餐补助', '定期体检']",50-150人,海淀区,A轮,"移动互联网,企业服务","['西北旺', '上地', '马连洼']",开发|测试|运维类,数据开发,数据分析,40.048159,116.280444,1,46
大数据分析挖掘师-机票事业部(J12941),30k-60k,"['数据分析', '算法']",3-5年,"核心模块,海量数据,16薪+",硕士,全职,"['数据分析', '算法']",北京,北京趣拿软件科技有限公司,去哪儿网,"['技能培训', '节日礼物', '带薪年假', '无息住房贷款']",2000人以上,海淀区,不需要融资,旅游,"['西三旗', '清河', '小营']",开发|测试|运维类,数据开发,数据分析,40.045892,116.357059,0,0
直播审核策略-数据分析方向（CPDA）,8k-15k,['审核'],不限,六险一金，免费三餐，租房补贴，带薪休假,本科,全职,['审核'],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,运营|编辑|客服类,审核,其他审核,40.004333,116.352554,0,0
数据仓库与数据分析实习生,3k-6k,['数据挖掘'],不限,弹性工作，免费三餐，租房补贴，休闲下午茶,本科,实习,['数据挖掘'],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,开发|测试|运维类,数据开发,其他数据开发,39.96867,116.330086,0,0
数据分析专员（客服业务线）,8k-16k,['运营'],1-3年,六险一金，免费三餐，租房补贴,本科,全职,['运营'],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,数据分析,数据分析,39.977077,116.330589,0,0
数据分析经理,15k-30k,['审核'],不限,六险一金，弹性工作，免费三餐，租房补贴,本科,全职,['审核'],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,产品经理,其他产品经理,40.004333,116.352554,2,12
商业产品实习生-数据分析,4k-5k,['产品经理'],不限,弹性工作，免费三餐，餐补，租房补贴,本科,实习,['产品经理'],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,产品经理,其他产品经理,39.979386,116.313061,0,0
资深数据分析师,15k-30k,['数据分析'],不限,六险一金，弹性工作，免费三餐，团队氛围好,本科,全职,[],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,数据分析,其他数据分析,39.96867,116.330086,0,0
资深数据分析师,20k-40k,['产品经理'],3-5年,六险一金，高薪期权，弹性工作，免费三餐,本科,全职,['产品经理'],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,产品经理,其他产品经理,39.978738,116.336841,0,0
数据分析经理,13k-25k,['数据分析'],3-5年,六险一金，弹性工作，免费三餐，租房补贴,本科,全职,[],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,产品经理,其他产品经理,39.977077,116.330589,0,0
资深数据分析,10k-20k,['产品'],3-5年,六险一金，弹性工作，免费三餐，租房补贴,本科,全职,['产品'],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,运营|编辑|客服类,运营,其他运营,39.984623,116.311676,0,0
数据分析实习生,3k-4k,['数据分析'],不限,免费三餐，租房补贴，休闲下午茶，扁平管理,本科,实习,[],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,数据分析,其他数据分析,39.972134,116.329519,0,0
数据分析实习生-用户增长方向,2k-4k,['数据分析'],不限,免费三餐，租房补贴，休闲下午茶，扁平管理,本科,实习,[],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,数据分析,其他数据分析,39.96867,116.330086,0,0
资深数据分析专家,20k-40k,['数据分析'],不限,六险一金，弹性工作，免费三餐，团队氛围好,本科,全职,[],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,数据分析,其他数据分析,39.96867,116.330086,0,0
商业化数据分析师,20k-40k,['数据分析'],3-5年,六险一金，弹性工作，免费三餐，租房补贴，扁平管理，职业大牛，晋升空间，团队氛围好,本科,全职,['数据分析'],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,数据分析,数据分析,39.979386,116.313061,0,0
数据分析专家-反作弊,25k-45k,['数据分析'],3-5年,六险一金，弹性工作，免费三餐，租房补贴,本科,全职,[],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,数据分析,其他数据分析,39.978738,116.336841,0,0
数据分析师——增长方向,10k-20k,"['SQL', '数据库', '数据分析']",不限,广阔的平台和发展空间。,本科,全职,"['SQL', '数据库', '数据分析']",北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,数据分析,数据分析,39.977077,116.330589,0,0
数据分析实习生-垂直业务,5k-7k,['数据分析'],不限,弹性工作，免费三餐，租房补贴，休闲下午茶,本科,实习,[],北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,海淀区,C轮,文娱丨内容,,产品|需求|项目类,数据分析,其他数据分析,39.979386,116.313061,0,0
