positionName,positionLables,workYear,positionAdvantage,education,jobNature,skillLables,city,companyFullName,companyShortName,companyLabelList,companySize,district,financeStage,industryField,firstType,secondType,thirdType,latitude,longitude,resumeProcessDay,resumeProcessRate,min_salary,max_salary
数据分析（BI方向）,"电商, 移动互联网, 数据分析, 行业分析, 市场分析, 商业策划",1-3年,妹子多 C轮融资 海归大神 下午茶,本科,全职,"数据分析, 行业分析, 市场分析, 商业策划",杭州,深圳盈富斯科技有限公司,盈富斯,"股票期权, 带薪年假, 五险一金, 弹性工作",150-500人,江干区,C轮,电商,市场|商务类,市场|营销,商业数据分析,30.306936,120.259327,2,36,8,10
大数据分析师,"商业, 数据分析",3-5年,周末双休 五险一金 大平台 餐补,不限,全职,"商业, 数据分析",杭州,爱财科技有限公司,爱财集团,"带薪年假, 年度旅游, 岗位晋升, 扁平管理",500-2000人,西湖区,C轮,金融,产品|需求|项目类,数据分析,大数据,30.289221,120.075167,1,75,15,30
数据分析师,"电商, 广告营销, 数据分析",3-5年,"弹性时间,六险一金,股票期权,年度旅游",本科,全职,数据分析,杭州,杭州光云科技股份有限公司,光云科技,"绩效奖金, 五险一金, 节日礼物, 定期体检",500-2000人,滨江区,不需要融资,"电商,数据服务",开发|测试|运维类,数据开发,数据分析,30.202113,120.201632,1,97,15,25
数据分析师,"社交, 大数据, 数据分析, 数据库, SQL, 数据运营",不限,"自主性强,灵活工作时,氛围好，前景佳",本科,全职,"数据分析, 数据库, SQL, 数据运营",杭州,浙江创邻科技有限公司,创邻科技,"年底双薪, 扁平管理, 五险一金, 弹性工作",15-50人,西湖区,A轮,"企业服务,数据服务",产品|需求|项目类,数据分析,数据分析,30.317014,120.074431,1,28,8,16
数据分析师（BI）,"电商, BI, 数据分析",1-3年,"精英团队,发展空间,海量数据",本科,全职,"BI, 数据分析",杭州,杭州嘉云数据科技有限公司,Club Factory,"海量大数据, 世界级产品, AI, 智能供应链",150-500人,西湖区,C轮,"电商,移动互联网",产品|需求|项目类,数据分析,数据分析,30.277356,120.124444,5,100,8,15
数据分析师,"广告营销, 数据分析, 数据库",1-3年,五险一金，双休，带薪年假，年终奖,本科,全职,"数据分析, 数据库",杭州,杭州火烧云科技有限公司,婚礼纪,"美女多, 六险一金, 快乐高效文化, 绩效奖金",500-2000人,西湖区,D轮及以上,消费生活,产品|需求|项目类,数据分析,数据分析,30.287754,120.11221699999999,3,100,10,15
数据分析,"电商, BI",3-5年,六险一金 带薪年假,本科,全职,BI,杭州,杭州智屏电子商务有限公司,电视淘宝,"股票期权, 年度奖金, 五险一金, 扁平管理",50-150人,余杭区,不需要融资,电商,产品|需求|项目类,数据分析,数据分析,30.279884000000003,120.00899799999999,1,2,10,20
数据分析,移动互联网,1-3年,双休，不加班,大专,全职,数据分析,杭州,南京华苏科技有限公司,华苏科技,"节日礼物, 年底双薪, 股票期权, 带薪年假",2000人以上,西湖区,上市公司,"移动互联网,企业服务",产品|需求|项目类,数据分析,数据分析,30.281311,120.074156,1,70,6,8
数据分析师,"商业, 数据分析",1-3年,双休 五险一金 假期长 扁平化管理,本科,全职,"商业, 数据分析",杭州,浙江森马电子商务有限公司,森马电商,"节日礼物, 技能培训, 绩效奖金, 年度旅游",500-2000人,西湖区,上市公司,"移动互联网,电商",产品|需求|项目类,数据分析,数据分析,30.28043,120.06284,3,78,8,12
数据分析师,"电商, 数据分析, SQL, 数据库",3-5年,五险一金全额缴纳，跨境电商出口。,本科,全职,"数据分析, SQL, 数据库",杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,"交通补助, 通讯津贴, 年度旅游, 年终奖",2000人以上,拱墅区,C轮,"移动互联网,数据服务",产品|需求|项目类,数据分析,数据分析,30.332427000000003,120.112576,1,100,15,22
数据分析师（咨询部）,"大数据, 软件开发",不限,16-18薪，生日Par，餐补,不限,全职,软件开发,杭州,浙江每日互动网络科技股份有限公司,个推,"绩效奖金, 股票期权, 年底双薪, 专项奖金",500-2000人,西湖区,上市公司,移动互联网,开发|测试|运维类,企业软件,实施工程师,30.29005073,120.1115701,1,19,10,15
数据分析师,"大数据, 企业服务, 数据分析",3-5年,自主的工作，一流的福利,本科,全职,数据分析,杭州,浙江汇信科技有限公司,汇信科技,"节日礼物, 带薪年假, 岗位晋升, 美女多",150-500人,拱墅区,未融资,"移动互联网,电商",产品|需求|项目类,数据分析,数据分析,30.275352,120.15443300000001,1,10,15,20
00680-数据分析,"电商, 数据分析, 数据挖掘",3-5年,发展前景好,不限,全职,"数据分析, 数据挖掘",杭州,云集共享科技有限公司,云集,"绩效奖金, 股票期权, 五险一金, 午餐补助",500-2000人,萧山区,上市公司,"电商,移动互联网",开发|测试|运维类,数据开发,BI工程师,30.203146999999998,120.24730500000001,0,0,15,30
数据分析,"数据仓库, 数据架构",3-5年,快速成长，行业独角兽,本科,全职,"数据仓库, 数据架构",杭州,杭州红花朵朵网络技术有限公司,红花朵朵,"年底双薪, 股票期权, 岗位晋升, 扁平管理",50-150人,西湖区,A轮,"移动互联网,教育",开发|测试|运维类,数据开发,数据分析,30.281571000000003,120.068975,1,15,12,20
数据分析师,大数据,1-3年,16-18薪,本科,全职,,杭州,浙江每日互动网络科技股份有限公司,个推,"绩效奖金, 股票期权, 年底双薪, 专项奖金",500-2000人,西湖区,上市公司,移动互联网,产品|需求|项目类,数据分析,数据分析,30.291635999999997,120.114149,1,19,12,24
数据分析师,"商业, BI, 数据分析, SQL",1-3年,福利待遇、发展前景、上市公司、定期团建等,本科,全职,"商业, BI, 数据分析, SQL",杭州,杭州恩牛网络技术有限公司,51信用卡管家,"节日礼物, 专项奖金, 带薪年假, 扁平管理",500-2000人,西湖区,上市公司,金融,产品|需求|项目类,数据分析,BI,30.29073,120.07435,0,82,11,22
数据分析师,"大数据, 金融, BI, 数据分析",3-5年,"成长空间,牛人团队,独挡一面,期权激励",本科,全职,"BI, 数据分析",杭州,杭州观数信息科技有限公司,观远数据,"股票期权, 绩效奖金, 带薪年假, 弹性工作",50-150人,余杭区,A轮,"企业服务,数据服务",产品|需求|项目类,数据分析,数据分析,30.280434999999997,120.017969,1,7,12,24
数据分析师/数据挖掘,"移动互联网, 工具软件, 数据分析",不限,海量数据、用户画像、业务数据驱动,本科,全职,数据分析,杭州,杭州同花顺数据开发有限公司,同花顺,"带薪年假, 定期体检, 免费班车, 领导好",2000人以上,余杭区,上市公司,"金融,电商",产品|需求|项目类,数据分析,数据分析,30.291922999999997,120.045424,3,34,20,40
数据分析师（杭州）,"金融, Hadoop, Hive, 数据挖掘, 数据分析",3-5年,"福利待遇好,工作氛围好,晋升空间大",本科,全职,"Hadoop, Hive, 数据挖掘, 数据分析",杭州,台州银行股份有限公司,台州银行,"六险二金, 补充商业保险, 定期体检, 带薪年假",2000人以上,江干区,不需要融资,金融,开发|测试|运维类,数据开发,数据分析,30.243748999999998,120.216127,0,0,18,25
数据分析师,数据分析,不限,周末双休 五险一金 加班补助 员工旅游,大专,全职,数据分析,杭州,格上出行服务有限公司,格上出行,,500-2000人,萧山区,不需要融资,"移动互联网,企业服务",产品|需求|项目类,数据分析,数据分析,30.193459999999998,120.26722600000001,1,100,4,6
数据分析工程师,"游戏, 数据分析, 数据挖掘",3-5年,空间大 发展好 老板nice 奖金多,不限,全职,"数据分析, 数据挖掘",杭州,杭州浮云网络科技有限公司,浮云网络,"丰厚年终, 定期体检, 通讯津贴, 午餐补助",150-500人,下城区,上市公司,"游戏,移动互联网",开发|测试|运维类,数据开发,数据分析,30.290087,120.15981799999999,1,80,20,30
数据分析师,"数据挖掘, 数据分析, 算法",1-3年,薪酬丰厚，六险二金，福利多,本科,全职,"数据挖掘, 数据分析, 算法",杭州,浙江泰隆商业银行股份有限公司,泰隆银行,,2000人以上,上城区,不需要融资,金融,开发|测试|运维类,数据开发,数据分析,30.224915000000003,120.19625,1,27,15,25
数据分析师-企业SaaS应用,数据分析,3-5年,六险一金，弹性工作，免费三餐，租房补贴,本科,全职,,杭州,北京字节跳动科技有限公司,字节跳动,"扁平管理, 弹性工作, 大厨定制三餐, 就近租房补贴",2000人以上,余杭区,C轮,文娱丨内容,产品|需求|项目类,数据分析,其他数据分析,30.280703000000003,120.00184499999999,0,0,20,40
资深数据分析,"数据分析, 运营",3-5年,扁平管理 五险一金,本科,全职,"数据分析, 运营",杭州,杭州弧途科技有限公司,青团社,"节日礼物, 岗位晋升, 年度旅游, 扁平管理",150-500人,余杭区,B轮,"移动互联网,企业服务",运营|编辑|客服类,运营,数据运营,30.274934000000002,119.987319,1,100,20,35
数据分析师,"保险, 互联网金融, 数据库, SQL, 数据分析",1-3年,五险一金 弹性工作时间,本科,全职,"数据库, SQL, 数据分析",杭州,杭州凡声科技有限公司,凡声科技,,150-500人,拱墅区,B轮,"移动互联网,金融",产品|需求|项目类,数据分析,数据分析,30.304878000000002,120.10589399999999,0,0,8,15
数据分析师,"新零售, 电商, 数据分析, 商业",3-5年,公司发展前景广，空间大，兼CTO助理,本科,全职,"数据分析, 商业",杭州,威斯科技（苏州）有限公司,威斯科技,,50-150人,西湖区,未融资,移动互联网,产品|需求|项目类,数据分析,数据分析,30.259324,120.13020300000001,0,0,25,40
数据分析师-杭州-00400,"大数据, 数据挖掘, 数据分析",3-5年,大数据、人工智能、机器学习,本科,全职,"数据挖掘, 数据分析",杭州,同盾科技有限公司,同盾科技,"技能培训, 股票期权, 绩效奖金, 岗位晋升",500-2000人,余杭区,C轮,"信息安全,数据服务",开发|测试|运维类,数据开发,数据分析,30.28027588,120.01799185,2,12,10,20
数据分析师,数据分析,1-3年,"提升空间大,六险一金,周末双休,弹性时间",本科,全职,数据分析,杭州,杭州微易信息科技有限公司,保险师 · 微易信息科技,"节日礼物, 带薪年假, 年度旅游, 定期体检",150-500人,西湖区,B轮,"移动互联网,金融",开发|测试|运维类,数据开发,BI工程师,30.277832,120.125778,1,76,8,15
数据分析师,数据分析,3-5年,"五险一金,绩效奖金,带薪年假,岗位晋升",本科,全职,数据分析,杭州,国铁吉讯科技有限公司,国铁吉讯科技有限公司,"技术大牛, 领导nice, 帅哥美女, 环境超棒",150-500人,滨江区,不需要融资,移动互联网,产品|需求|项目类,数据分析,数据分析,30.207392,120.221351,0,0,15,25
数据分析专家,"电商, BI, 数据分析",5-10年,"发展空间,导师型老板",本科,全职,"BI, 数据分析",杭州,杭州嘉云数据科技有限公司,Club Factory,"海量大数据, 世界级产品, AI, 智能供应链",150-500人,西湖区,C轮,"电商,移动互联网",产品|需求|项目类,数据分析,数据分析,30.277356,120.124444,5,100,25,35
DataAnalyst数据分析,分析师,5-10年,国际化办公环境，年假多，福利全面,本科,全职,分析师,杭州,道富信息科技浙江有限公司,美国道富,"年底双薪, 节日礼物, 岗位晋升, 管理规范",2000人以上,西湖区,上市公司,金融,金融类,互联网金融,分析师,30.289902,120.11651,0,15,15,20
资深数据分析,"大数据, 数据挖掘, 数据分析",3-5年,"B轮机会,年底多薪,免费体检,扁平管理",本科,全职,"数据挖掘, 数据分析",杭州,杭州点望科技有限公司,亲宝宝,"畅想姨妈假, 全额公积金, 全额产假工资, 专业育儿团队",150-500人,西湖区,C轮,社交,开发|测试|运维类,数据开发,数据分析,30.266810999999997,120.097412,1,100,15,25
数据分析实习生（大三，急）,大数据,1年以下,提供一对一辅导,本科,实习,,杭州,仟金顶网络科技有限公司,仟金顶,"年终奖金, 做五休二, 六险一金, 子女福利",150-500人,滨江区,B轮,电商,公务员|其他,储备干部|培训生|实习生,实习生,30.189040000000002,120.20068,3,42,2,4
数据分析工程师,信息安全,1-3年,五险一金 带薪年假 国内外旅游,本科,全职,,杭州,杭州安恒信息技术股份有限公司,安恒信息,"年终分红, 股票期权, 绩效奖金, 五险一金",500-2000人,滨江区,D轮及以上,"信息安全,数据服务",产品|需求|项目类,数据分析,数据分析,30.208132,120.2264,1,100,13,20
数据分析师G00130,电商,3-5年,股票期权、奖金丰厚、工作氛围好,本科,全职,,杭州,云集共享科技有限公司,云集,"绩效奖金, 股票期权, 五险一金, 午餐补助",500-2000人,萧山区,上市公司,"电商,移动互联网",产品|需求|项目类,数据分析,数据分析,30.203631,120.24768300000001,0,0,7,14
高级数据分析师,"大数据, BI, 可视化, 数据分析",3-5年,"股票期权,晋升空间大,扁平化管理,工作氛围好",本科,全职,"BI, 可视化, 数据分析",杭州,杭州洋驼网络科技有限公司,海拍客,"股票期权, 带薪年假, 绩效奖金, 年终分红",500-2000人,西湖区,C轮,电商,产品|需求|项目类,数据分析,数据分析,30.277941,120.0701,1,100,15,30
资深数据分析师,"互联网金融, MySQL, 数据分析",5-10年,"福利多多,职位晋升,五险一金,周末双休",本科,全职,"MySQL, 数据分析",杭州,浙江霖梓控股有限公司,霖梓控股,"股票期权, 带薪年假, 弹性工作, 交通补助",150-500人,滨江区,B轮,"移动互联网,金融",开发|测试|运维类,数据开发,数据分析,30.212184000000004,120.20618,1,90,15,30
数据分析专家,数据分析,5-10年,发展前景,本科,全职,数据分析,杭州,观澜网络（杭州）有限公司,丁香园,"扁平管理, 弹性工作, 期权",500-2000人,滨江区,D轮及以上,"医疗丨健康,企业服务",开发|测试|运维类,数据开发,数据分析,30.187936999999998,120.199826,1,10,18,25
数据分析经理,数据分析,不限,六险一金，餐补，租房补贴，带薪休假,本科,全职,,杭州,北京字节跳动科技有限公司,字节跳动,"扁平管理, 弹性工作, 大厨定制三餐, 就近租房补贴",2000人以上,滨江区,C轮,文娱丨内容,产品|需求|项目类,产品经理,其他产品经理,30.212008,120.21283700000001,0,0,15,25
资深数据分析师,"Hive, 数据分析",3-5年,"弹性工作,五险一金,扁平管理",本科,全职,"Hive, 数据分析",杭州,杭州群核信息技术有限公司,酷家乐,"两次加薪, 弹性工作, 期权丰厚, 两次晋升",500-2000人,拱墅区,D轮及以上,房产家居,开发|测试|运维类,数据开发,数据分析,29.993662,119.993591,2,100,19,28
资深数据分析师 (MJ000088),数据分析,3-5年,福利待遇佳，职位前景好,本科,全职,数据分析,杭州,政采云有限公司,政采云,,150-500人,西湖区,不需要融资,电子商务,开发|测试|运维类,数据开发,数据分析,30.129579999999997,120.08773000000001,1,65,15,25
数据分析总监,"大数据, 电商, 数据分析",5-10年,缴纳五险一金，带薪年假，出国旅游，培训,本科,全职,数据分析,杭州,杭州多准数据技术有限公司,多准大数据,"开放式办公, 扁平管理, 带薪假期, 弹性工作时间",50-150人,西湖区,A轮,"数据服务,广告营销",市场|商务类,市场|营销,商业数据分析,30.29328,120.07069399999999,2,51,40,50
数据分析专家,"大数据, 教育",5-10年,领导NICE,本科,全职,,杭州,杭州接力棒科技有限公司,接力棒,"年底双薪, 专项奖金, 美女多, 弹性工作",50-150人,拱墅区,未融资,"移动互联网,消费生活",产品|需求|项目类,高端产品职位,数据分析专家,30.292605,120.10816000000001,0,0,25,40
高级数据分析师,"数据分析, MySQL, 数据处理",3-5年,"六险一金,餐饮补贴,双休,出国旅游",大专,全职,"数据分析, MySQL, 数据处理",杭州,杭州微拍堂文化创意有限公司,微拍堂,"岗位晋升, 年度旅游, 年底双薪, 午餐补助",150-500人,西湖区,A轮,移动互联网,开发|测试|运维类,数据开发,数据分析,30.278060999999997,120.12631599999999,1,95,20,30
资深数据分析师,"电商, 数据挖掘, 数据分析",3-5年,"周末双休,五险一金,弹性工作",本科,全职,"数据挖掘, 数据分析",杭州,上海婚家婴会展服务有限公司成都分公司,中国婚博会,"技能培训, 领导好, 美女多, 帅哥多",500-2000人,下城区,不需要融资,其他,开发|测试|运维类,数据开发,数据分析,30.289717,120.17516200000001,2,9,20,35
资深数据分析师,"数据挖掘, 数据分析, 搜索",3-5年,专业培训 员工旅游 老板nice,本科,全职,"数据挖掘, 数据分析, 搜索",杭州,浙江古茗科技有限公司,古茗茶饮,"带薪年假, 扁平管理, 技能培训, 节日礼物",150-500人,滨江区,未融资,消费生活,开发|测试|运维类,数据开发,数据分析,30.211853,120.21616100000001,0,0,15,25
数据分析专员,"数据分析, SPSS, SQL, 数据库",3-5年,上市公司,大专,全职,"数据分析, SPSS, SQL, 数据库",杭州,江南布衣服饰有限公司,江南布衣,"午餐补助, 带薪年假, 定期体检, 年度旅游",2000人以上,西湖区,上市公司,"电商,消费生活",产品|需求|项目类,数据分析,数据分析,30.27968,120.11371000000001,1,4,6,9
资深数据分析顾问-01508,数据分析,3-5年,五险一金、绩效奖金、带薪年假、行业前沿,本科,全职,数据分析,杭州,同盾科技有限公司,同盾科技,"技能培训, 股票期权, 绩效奖金, 岗位晋升",500-2000人,余杭区,C轮,"信息安全,数据服务",开发|测试|运维类,数据开发,数据分析,30.273703,119.979914,2,12,10,20
算法工程师/数据分析师,"大数据, 机器学习, NLP",3-5年,"股票期权,补充保险,五险一金,年十三薪",本科,全职,"机器学习, NLP",杭州,杭州美创科技有限公司,杭州美创科技,"股票期权, 绩效奖金, 通讯津贴, 岗位晋升",150-500人,拱墅区,B轮,"信息安全,数据服务",开发|测试|运维类,人工智能,机器学习,30.305954999999997,120.10446999999999,1,0,15,25
00037-资深数据分析师/数据分析专家,"电商, Hive, MySQL, Spark, 数据分析",5-10年,"股票期权,发展空间",本科,全职,"Hive, MySQL, Spark, 数据分析",杭州,云集共享科技有限公司,云集,"绩效奖金, 股票期权, 五险一金, 午餐补助",500-2000人,萧山区,上市公司,"电商,移动互联网",开发|测试|运维类,数据开发,数据分析,30.203146999999998,120.24730500000001,0,100,20,40
资深数据分析师,"BI, SQL",3-5年,"培训发展,团队氛围,薪酬福利",本科,全职,"BI, SQL",杭州,网易（杭州）有限公司,网易,"节日礼物, 技能培训, 免费班车, 带薪年假",2000人以上,滨江区,上市公司,电商,产品|需求|项目类,数据分析,数据分析,30.187795,120.190729,2,65,20,40
高级数据分析师,"互联网金融, SQL, 数据分析",3-5年,周末双休、晋升发展、五险一金、弹性工作,本科,全职,"SQL, 数据分析",杭州,浙江霖梓控股有限公司,霖梓控股,"股票期权, 带薪年假, 弹性工作, 交通补助",150-500人,滨江区,B轮,"移动互联网,金融",产品|需求|项目类,数据分析,数据分析,30.212048,120.20618400000001,1,90,15,20
资深数据分析师,"数据分析, 数据处理",3-5年,五险一金，领导nice，定期体检，餐补,本科,全职,"数据分析, 数据处理",杭州,上海天壤智能科技有限公司,天壤智能,"年底双薪, 带薪年假, 午餐补助, 定期体检",50-150人,西湖区,A轮,"移动互联网,企业服务",开发|测试|运维类,数据开发,数据分析,30.288679,120.074832,1,28,18,36
高级数据分析师,"电商, BI, 数据分析",3-5年,"发展空间,导师型老板",本科,全职,"BI, 数据分析",杭州,杭州嘉云数据科技有限公司,Club Factory,"海量大数据, 世界级产品, AI, 智能供应链",150-500人,西湖区,C轮,"电商,移动互联网",产品|需求|项目类,数据分析,数据分析,30.277356,120.124444,5,100,20,30
资深数据分析师,"电商, Hive, MySQL, 数据分析, 数据架构",3-5年,晋升 跟踪培养 六险一金 带薪年假,不限,全职,"Hive, MySQL, 数据分析, 数据架构",杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,"交通补助, 通讯津贴, 年度旅游, 年终奖",2000人以上,拱墅区,C轮,"移动互联网,数据服务",开发|测试|运维类,数据开发,数据分析,30.333440000000003,120.11362,0,0,16,25
数据分析师（BI）,"BI, 数据分析",3-5年,"都是大牛,弹性制,跨国旅游",大专,全职,"BI, 数据分析",杭州,北京惠每云科技有限公司,惠每云科技,"技能培训, 股票期权, 岗位晋升, 带薪年假",50-150人,余杭区,B轮,医疗丨健康,产品|需求|项目类,数据分析,BI,30.282983,120.00986499999999,1,40,18,25
资深数据分析师,"电商, 广告营销, 市场分析, 消费者分析, 营销策略, 数据分析",3-5年,六险一金、境内外旅游、带薪年假、培训发展,本科,全职,"市场分析, 消费者分析, 营销策略, 数据分析",杭州,杭州多准数据技术有限公司,多准大数据,"开放式办公, 扁平管理, 带薪假期, 弹性工作时间",50-150人,西湖区,A轮,"数据服务,广告营销",市场|商务类,市场|营销,商业数据分析,30.293651,120.07064299999999,2,51,15,25
资深数据分析/数据分析专家G00796,"大数据, 电商, 数据分析, MySQL",3-5年,上市公司,不限,全职,"数据分析, MySQL",杭州,云集共享科技有限公司,云集,"绩效奖金, 股票期权, 五险一金, 午餐补助",500-2000人,萧山区,上市公司,"电商,移动互联网",开发|测试|运维类,数据开发,数据分析,30.203146999999998,120.24730500000001,0,0,20,40
数据分析工程师,"数据挖掘, 数据分析",3-5年,"五险一金,绩效奖金,带薪年假,岗位晋升",本科,全职,"数据挖掘, 数据分析",杭州,国铁吉讯科技有限公司,国铁吉讯科技有限公司,"技术大牛, 领导nice, 帅哥美女, 环境超棒",150-500人,滨江区,不需要融资,移动互联网,开发|测试|运维类,数据开发,数据分析,30.207392,120.221351,0,0,15,25
资深数据分析师-杭州-00544,"电商, 教育, 数据分析",3-5年,六险一金 大牛多,本科,全职,数据分析,杭州,杭州智聪网络科技有限公司,年糕妈妈,"带薪年假, 定期体检, 丰厚年终奖金, 午餐补助",150-500人,西湖区,B轮,"移动互联网,电商",开发|测试|运维类,数据开发,数据分析,30.269307,120.099787,1,70,15,30
数据分析专家,"策略运营, 数据分析",5-10年,大平台,本科,全职,"策略运营, 数据分析",杭州,北京嘀嘀无限科技发展有限公司,滴滴,"弹性工作, 节日礼物, 岗位晋升, 技能培训",2000人以上,西湖区,不需要融资,汽车丨出行,运营|编辑|客服类,运营,数据运营,30.29073,120.07435,0,0,20,35
数据分析专家（商业）,数据分析,5-10年,晋升 跟踪培养 六险一金 带薪年假,本科,全职,数据分析,杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,"交通补助, 通讯津贴, 年度旅游, 年终奖",2000人以上,拱墅区,C轮,"移动互联网,数据服务",开发|测试|运维类,数据开发,数据分析,30.333440000000003,120.11362,0,0,20,30
数据分析经理,移动互联网,5-10年,"股票期权,千万级用户,试用期全薪",本科,全职,,杭州,维沃移动通信有限公司,vivo,"年终分红, 带薪年假, 年度旅游, 岗位晋升",2000人以上,西湖区,未融资,硬件,产品|需求|项目类,数据分析,数据分析,30.289296000000004,120.073776,1,100,25,50
资深数据分析师 （3年以上偏业务方向的BI经验）,数据分析,3-5年,"上升空间大,周末双休,六险一金,弹性时间",本科,全职,数据分析,杭州,杭州微易信息科技有限公司,保险师 · 微易信息科技,"节日礼物, 带薪年假, 年度旅游, 定期体检",150-500人,西湖区,B轮,"移动互联网,金融",开发|测试|运维类,数据开发,BI工程师,29.993662,119.993591,1,76,13,25
数据分析专家（智能化）,"物流, 数据分析, 数据运营, BI, 可视化",3-5年,"弹性工作,股票期权,技术驱动,专业培训",本科,全职,"数据分析, 数据运营, BI, 可视化",杭州,传化物流集团有限公司,传化智联,"行业爆炸, 扁平管理, “家”文化, 牛人团队",2000人以上,萧山区,上市公司,物流丨运输,产品|需求|项目类,数据分析,数据分析,30.239949,120.24033600000001,0,0,13,25
数据分析专家-杭州-00960,"大数据, 数据分析",3-5年,"团队氛围好,数据",硕士,全职,数据分析,杭州,同盾科技有限公司,同盾科技,"技能培训, 股票期权, 绩效奖金, 岗位晋升",500-2000人,余杭区,C轮,"信息安全,数据服务",产品|需求|项目类,数据分析,数据分析,30.280276,120.01799199999999,2,12,15,30
ECD-高级数据分析师,"医疗健康, 移动互联网, 数据挖掘, 数据分析, 数据仓库",3-5年,互联网医疗，不打卡，额外福利假,本科,全职,"数据挖掘, 数据分析, 数据仓库",杭州,观澜网络（杭州）有限公司,丁香园,"扁平管理, 弹性工作, 期权",500-2000人,滨江区,D轮及以上,"医疗丨健康,企业服务",开发|测试|运维类,数据开发,数据分析,30.188826000000002,120.202343,2,89,15,25
数据分析专家/负责人,"电商, 大数据, 数据分析, 数据处理, 算法",5-10年,股票期权，五险一金，优秀同事，前景可期,本科,全职,"数据分析, 数据处理, 算法",杭州,上海切近信息科技有限公司,贴近Closer,"带薪年假, 股票期权, Mac办公, 同事活泼有爱",50-150人,西湖区,不需要融资,"移动互联网,文娱丨内容",开发|测试|运维类,数据开发,数据分析,30.288519,120.075194,1,100,30,50
高级数据分析师,"电商, 数据分析, 数据挖掘",3-5年,七险一金 免费午餐 发展空间大,本科,全职,"数据分析, 数据挖掘",杭州,杭州嘿豆科技有限公司,嘿豆商城,,150-500人,下沙,未融资,"移动互联网,电商",开发|测试|运维类,数据开发,数据分析,30.303553000000004,120.36967800000001,0,0,20,30
电商数据分析,"电商, 数据分析",1-3年,入职交五险一金。晋升空间大,本科,全职,数据分析,杭州,浙江霖梓控股有限公司,霖梓控股,"股票期权, 带薪年假, 弹性工作, 交通补助",150-500人,滨江区,B轮,"移动互联网,金融",开发|测试|运维类,数据开发,数据分析,30.212028999999998,120.20623400000001,1,59,10,15
数据分析师,"数据挖掘, 数据分析",3-5年,"五险一金,周末双休,扁平管理,机会大",本科,全职,"数据挖掘, 数据分析",杭州,杭州国誉信睿企业管理咨询有限公司,国誉信睿,"带薪年假, 技能培训, 扁平管理, 管理规范",15-50人,滨江区,未融资,企业服务,开发|测试|运维类,数据开发,数据分析,30.20454,120.210146,0,0,10,20
数据分析专家,"电商, 广告营销, 营销策略, 消费者分析, 市场分析, 数据分析",5-10年,六险一金、境内外旅游、带薪年假、培训发展,本科,全职,"营销策略, 消费者分析, 市场分析, 数据分析",杭州,杭州多准数据技术有限公司,多准大数据,"开放式办公, 扁平管理, 带薪假期, 弹性工作时间",50-150人,西湖区,A轮,"数据服务,广告营销",市场|商务类,市场|营销,商业数据分析,30.293651,120.07064299999999,2,51,25,50
高级数据分析师,数据分析,5-10年,"五险一金,年度体检,带薪年假,员工旅游",本科,全职,数据分析,杭州,杭州微易信息科技有限公司,保险师 · 微易信息科技,"节日礼物, 带薪年假, 年度旅游, 定期体检",150-500人,西湖区,B轮,"移动互联网,金融",开发|测试|运维类,数据开发,数据分析,29.993662,119.993591,1,76,15,30
电商数据分析师,"电商, 用户运营, 数据分析",3-5年,"周末双休,福利好",本科,全职,"用户运营, 数据分析",杭州,浙江霖梓控股有限公司,霖梓控股,"股票期权, 带薪年假, 弹性工作, 交通补助",150-500人,滨江区,B轮,"移动互联网,金融",运营|编辑|客服类,运营,数据运营,30.211741999999997,120.20611000000001,1,100,10,15
高级/资深药学数据分析师（Insight）,"医疗健康, 企业服务",不限,发展空间大,不限,全职,,杭州,观澜网络（杭州）有限公司,丁香园,"扁平管理, 弹性工作, 期权",500-2000人,滨江区,D轮及以上,"医疗丨健康,企业服务",开发|测试|运维类,数据开发,数据分析,30.187936999999998,120.199826,1,10,10,20
数据分析师实习生-杭州 (MJ001116),数据分析,应届毕业生,公司平台大牛云集,本科,兼职,数据分析,杭州,挖财网络技术有限公司,挖财,"年底多薪, 岗位晋升, 定期体检, 五险一金",500-2000人,西湖区,D轮及以上,工具,开发|测试|运维类,数据开发,数据分析,31.229014000000003,121.51513899999999,0,12,2,4
数据分析工程师,"数据分析, 数据库",不限,机器学习、核心业务,本科,全职,"数据分析, 数据库",杭州,微梦创科网络科技（中国）有限公司,新浪微博,"年底双薪, 专项奖金, 股票期权, 五险一金",2000人以上,拱墅区,上市公司,文娱丨内容,产品|需求|项目类,数据分析,数据分析,30.335525,120.119823,0,1,20,40
数据分析师,数据分析,3-5年,16-18薪，每月400餐补，包晚餐,本科,全职,数据分析,杭州,广州市星奈吉贸易有限公司,星奈吉,"年底双薪, 绩效奖金, 年终分红, 带薪年假",150-500人,西湖区,C轮,电商,产品|需求|项目类,数据分析,数据分析,30.291966,120.11416899999999,1,100,15,26
数据分析师,"企业服务, 大数据, SQL, 数据库, 数据分析",1-3年,五险一金、广阔发展空间、年终奖,本科,全职,"SQL, 数据库, 数据分析",杭州,杭州追灿科技有限公司,追灿科技,"节日礼物, 专项奖金, 股票期权, 绩效奖金",15-50人,西湖区,未融资,"企业服务,数据服务",产品|需求|项目类,数据分析,数据分析,30.267412,120.109931,1,18,5,8
